job_category,employee_residence,experience_level,employment_type,work_setting,company_size,salary_in_usd_2023
Data Engineering,United States,Executive,Full-time,Remote,M,250000.0
Data Engineering,United States,Executive,Full-time,Remote,M,200000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,168400.0
Data Analysis,United States,Senior,Full-time,Remote,M,136505.0
Data Analysis,United States,Senior,Full-time,Remote,M,100895.0
Data Engineering,United States,Senior,Full-time,Remote,M,275300.0
Data Engineering,United States,Senior,Full-time,Remote,M,183500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,168400.0
Data Science and Research,United States,Senior,Full-time,In-person,M,105200.0
Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,M,240000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,120000.0
Data Analysis,United States,Mid-level,Full-time,Remote,L,93000.0
Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,M,237400.0
Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,M,132870.0
Data Engineering,United States,Senior,Full-time,In-person,M,105000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,317070.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,170730.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,170000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,125000.0
Data Engineering,United States,Senior,Full-time,In-person,M,158700.0
Data Engineering,United States,Senior,Full-time,In-person,M,123906.0
Data Engineering,Spain,Mid-level,Full-time,Remote,M,80976.0
Data Engineering,Spain,Mid-level,Full-time,Remote,M,66940.0
Data Engineering,United States,Executive,Full-time,In-person,M,333500.0
Data Engineering,United States,Executive,Full-time,In-person,M,180500.0
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,76284.0
Data Engineering,United States,Executive,Full-time,Remote,M,257400.0
Data Engineering,United States,Executive,Full-time,Remote,M,210600.0
Data Quality and Operations,United States,Mid-level,Full-time,In-person,M,65000.0
Data Quality and Operations,United States,Mid-level,Full-time,In-person,M,50000.0
Data Engineering,United States,Senior,Full-time,In-person,M,293000.0
Data Science and Research,United States,Executive,Full-time,Remote,M,260000.0
Data Science and Research,United States,Executive,Full-time,Remote,M,192000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,170000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,125000.0
Data Analysis,United States,Entry-level,Full-time,Remote,L,99000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,233000.0
Data Engineering,United States,Senior,Full-time,Remote,M,185100.0
Data Engineering,United States,Senior,Full-time,Remote,M,127600.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,105000.0
Data Analysis,United States,Executive,Full-time,Remote,M,160000.0
Data Analysis,United States,Executive,Full-time,Remote,M,55000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,241000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,163000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,120000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,218000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,118000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,311000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,162540.0
Data Science and Research,United States,Executive,Full-time,In-person,M,258750.0
Data Science and Research,United States,Executive,Full-time,In-person,M,225000.0
Data Science and Research,United States,Executive,Full-time,In-person,M,145000.0
Data Engineering,United States,Senior,Full-time,In-person,M,153600.0
Data Engineering,United States,Senior,Full-time,In-person,M,106800.0
BI and Visualization,Canada,Senior,Full-time,In-person,M,140000.0
BI and Visualization,Canada,Senior,Full-time,In-person,M,76500.0
Data Engineering,United States,Senior,Full-time,Remote,M,182850.0
Data Engineering,United States,Senior,Full-time,Remote,M,113000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,126000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,86400.0
Data Engineering,United States,Senior,Full-time,Remote,M,232760.0
Data Engineering,United States,Senior,Full-time,Remote,M,169280.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,162500.0
Data Science and Research,United States,Senior,Full-time,Remote,M,240350.0
Data Science and Research,United States,Senior,Full-time,Remote,M,174800.0
Data Engineering,United States,Senior,Full-time,In-person,M,116000.0
Data Analysis,United States,Senior,Full-time,Remote,M,153600.0
Data Analysis,United States,Senior,Full-time,Remote,M,107500.0
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,94100.0
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,72400.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,178000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,152000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,233200.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,210000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,160000.0
Data Analysis,United States,Senior,Full-time,In-person,M,206000.0
Data Analysis,United States,Senior,Full-time,In-person,M,130000.0
Data Engineering,United Kingdom,Senior,Full-time,In-person,M,146100.0
Data Engineering,United Kingdom,Senior,Full-time,In-person,M,112400.0
Data Management and Strategy,United States,Mid-level,Full-time,In-person,M,110000.0
Data Management and Strategy,United States,Mid-level,Full-time,In-person,M,70000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,150120.0
Data Science and Research,United States,Senior,Full-time,Remote,M,120096.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,168000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,178600.0
Leadership and Management,United States,Senior,Full-time,In-person,M,142880.0
Data Science and Research,United States,Senior,Full-time,In-person,M,255000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,169000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,155000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,151410.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,144200.0
Data Science and Research,United States,Entry-level,Full-time,Remote,M,151410.0
Data Science and Research,United States,Entry-level,Full-time,Remote,M,115360.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,193170.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,116480.0
Data Engineering,United States,Senior,Full-time,Remote,M,146000.0
Data Engineering,United States,Senior,Full-time,Remote,M,94000.0
Data Science and Research,United Kingdom,Executive,Full-time,In-person,M,246080.0
Data Science and Research,United Kingdom,Executive,Full-time,In-person,M,203016.0
Leadership and Management,United Kingdom,Executive,Full-time,Remote,M,135344.0
Leadership and Management,United Kingdom,Executive,Full-time,Remote,M,110736.0
Leadership and Management,United States,Executive,Full-time,In-person,M,329500.0
Leadership and Management,United States,Executive,Full-time,In-person,M,269600.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,250500.0
Data Architecture and Modeling,United States,Senior,Full-time,In-person,M,159500.0
Data Analysis,United States,Entry-level,Full-time,In-person,M,115000.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,94035.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,57920.0
Data Analysis,United States,Senior,Full-time,In-person,M,113600.0
Data Analysis,United States,Senior,Full-time,In-person,M,60000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,256000.0
Data Analysis,United States,Senior,Full-time,Remote,M,116000.0
Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,M,245000.0
Machine Learning and AI,United Kingdom,Senior,Full-time,In-person,M,210000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,283200.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,188800.0
Data Analysis,Ghana,Mid-level,Freelance,In-person,S,36000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,205640.0
Data Science and Research,United States,Senior,Full-time,In-person,M,142600.0
Data Engineering,United States,Senior,Full-time,Remote,M,193200.0
Data Engineering,United States,Senior,Full-time,Remote,M,156400.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,121000.0
Data Engineering,Argentina,Senior,Full-time,Remote,M,72000.0
Data Engineering,Argentina,Senior,Full-time,Remote,M,48000.0
Data Engineering,United States,Senior,Full-time,In-person,M,132300.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,197000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,328000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,211000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,237000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,201450.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,229000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,206000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,231000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,183750.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,165400.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,175000.0
Leadership and Management,United Kingdom,Senior,Full-time,Remote,M,152900.0
Leadership and Management,United Kingdom,Senior,Full-time,Remote,M,117700.0
Data Science and Research,United States,Senior,Full-time,In-person,M,285800.0
Data Science and Research,United States,Senior,Full-time,In-person,M,154600.0
Data Quality and Operations,United States,Senior,Full-time,In-person,M,289120.0
Data Quality and Operations,United States,Senior,Full-time,In-person,M,192400.0
Data Analysis,Saudi Arabia,Mid-level,Full-time,Remote,S,179998.0
Data Science and Research,India,Mid-level,Full-time,In-person,L,35000.0
Data Architecture and Modeling,United States,Mid-level,Full-time,Remote,L,258000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,196000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,121000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,141000.0
Data Engineering,United States,Senior,Full-time,In-person,M,206000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,192000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,164000.0
Machine Learning and AI,Australia,Mid-level,Full-time,In-person,M,300000.0
Machine Learning and AI,Australia,Mid-level,Full-time,In-person,M,260000.0
Data Analysis,United States,Senior,Full-time,Remote,M,147000.0
Data Analysis,United States,Senior,Full-time,Remote,M,92000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,110000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,L,261500.0
Machine Learning and AI,United States,Senior,Full-time,In-person,L,134500.0
Data Analysis,United States,Entry-level,Contract,Hybrid,S,83200.0
Data Engineering,Germany,Senior,Full-time,In-person,M,204500.0
Data Engineering,Germany,Senior,Full-time,In-person,M,142200.0
Leadership and Management,United States,Senior,Full-time,Remote,M,275300.0
Leadership and Management,United States,Senior,Full-time,Remote,M,183500.0
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,147648.0
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,123040.0
Data Engineering,United States,Senior,Full-time,Remote,M,136600.0
Data Engineering,United States,Senior,Full-time,Remote,M,109280.0
Data Analysis,Colombia,Senior,Full-time,Remote,M,84000.0
Data Analysis,Colombia,Senior,Full-time,Remote,M,60000.0
Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,M,61520.0
Data Analysis,Egypt,Mid-level,Full-time,Remote,M,70000.0
Machine Learning and AI,Nigeria,Senior,Freelance,Remote,M,63654.0
Data Science and Research,United States,Senior,Full-time,In-person,M,281000.0
Data Management and Strategy,United States,Entry-level,Full-time,Remote,M,69500.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,285000.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,69525.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,61800.0
Data Science and Research,United States,Senior,Full-time,In-person,M,192000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,178000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,152000.0
BI and Visualization,United States,Senior,Full-time,Remote,L,160000.0
Data Science and Research,Uzbekistan,Entry-level,Full-time,Remote,M,40000.0
BI and Visualization,United States,Senior,Full-time,In-person,M,130000.0
BI and Visualization,United States,Senior,Full-time,In-person,M,110000.0
Data Science and Research,France,Senior,Full-time,In-person,M,225000.0
Data Science and Research,France,Senior,Full-time,In-person,M,168000.0
Data Science and Research,United States,Entry-level,Full-time,Remote,M,130001.0
Data Science and Research,United States,Entry-level,Full-time,Remote,M,71907.0
Leadership and Management,Canada,Senior,Full-time,Remote,M,144000.0
Leadership and Management,Canada,Senior,Full-time,Remote,M,80000.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,205000.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,150000.0
Data Analysis,United Kingdom,Senior,Full-time,In-person,M,189400.0
Data Analysis,United Kingdom,Senior,Full-time,In-person,M,131685.0
Leadership and Management,United States,Executive,Full-time,In-person,M,204500.0
Leadership and Management,United States,Executive,Full-time,In-person,M,142200.0
Data Analysis,United Kingdom,Senior,Full-time,Remote,M,172000.0
Data Analysis,Argentina,Entry-level,Full-time,Remote,M,60000.0
Data Science and Research,Canada,Entry-level,Full-time,Hybrid,L,77791.0
Data Science and Research,France,Mid-level,Full-time,Remote,M,57072.3
Data Analysis,Georgia,Senior,Full-time,Remote,L,57000.0
Machine Learning and AI,United Kingdom,Mid-level,Full-time,Hybrid,M,120000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,277500.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,150000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,236500.0
Data Science and Research,United Kingdom,Senior,Full-time,Remote,M,172800.0
Data Science and Research,United Kingdom,Senior,Full-time,Remote,M,110000.0
Data Analysis,Nigeria,Mid-level,Contract,In-person,M,65563.62
Data Engineering,Germany,Entry-level,Full-time,Hybrid,L,100000.0
Data Analysis,France,Senior,Contract,Remote,M,323905.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,150000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,100000.0
Data Analysis,United States,Senior,Full-time,In-person,M,62000.0
Data Analysis,United States,Senior,Full-time,In-person,M,55000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,155000.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,140000.0
Data Science and Research,Nigeria,Mid-level,Full-time,Hybrid,M,36000.0
Data Quality and Operations,United Kingdom,Senior,Full-time,In-person,M,144000.0
Data Quality and Operations,United Kingdom,Senior,Full-time,In-person,M,77000.0
Data Architecture and Modeling,United Kingdom,Mid-level,Full-time,In-person,M,110736.0
Data Architecture and Modeling,United Kingdom,Mid-level,Full-time,In-person,M,55368.0
Data Engineering,United States,Senior,Full-time,Remote,M,265000.0
Data Engineering,United States,Senior,Full-time,Remote,M,217000.0
Data Science and Research,United Kingdom,Senior,Full-time,In-person,M,177300.0
Data Science and Research,United Kingdom,Senior,Full-time,In-person,M,136300.0
Data Analysis,United States,Senior,Full-time,Remote,M,83000.0
Data Analysis,United States,Senior,Full-time,Remote,M,208450.0
Data Analysis,United States,Senior,Full-time,Remote,M,170550.0
Data Engineering,Colombia,Senior,Full-time,Remote,M,72000.0
Data Engineering,Colombia,Senior,Full-time,Remote,M,60000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,130000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,165000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,145000.0
Data Science and Research,United States,Executive,Full-time,In-person,M,336400.0
Data Science and Research,United States,Executive,Full-time,In-person,M,201900.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,189750.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,131100.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,270000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,95000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,117300.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,69000.0
Data Engineering,United States,Senior,Full-time,Remote,M,182000.0
Data Engineering,United States,Senior,Full-time,Remote,M,144000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,244000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,200000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,260000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,225000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,102500.0
Data Engineering,United States,Mid-level,Full-time,Remote,M,186600.0
Data Engineering,United States,Mid-level,Full-time,Remote,M,116500.0
Data Engineering,Argentina,Senior,Full-time,Remote,M,80000.0
Data Engineering,Argentina,Senior,Full-time,Remote,M,60000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,222000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,138000.0
Data Analysis,Canada,Senior,Full-time,Remote,M,207300.0
Data Analysis,Canada,Senior,Full-time,Remote,M,149200.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,292000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,164500.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,292200.0
Data Engineering,United States,Senior,Full-time,In-person,M,163800.0
Data Engineering,United States,Senior,Full-time,In-person,M,126000.0
Machine Learning and AI,Germany,Mid-level,Full-time,Remote,M,120000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,280000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,210000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,150000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,200000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,170000.0
Data Science and Research,United States,Executive,Full-time,Remote,M,225000.0
Data Science and Research,United States,Executive,Full-time,Remote,M,175000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,189750.0
Data Science and Research,United States,Senior,Full-time,In-person,M,131100.0
Data Analysis,United States,Senior,Full-time,Remote,M,123400.0
Data Analysis,United States,Senior,Full-time,Remote,M,82200.0
Machine Learning and AI,United States,Executive,Full-time,Remote,M,225000.0
Leadership and Management,Nigeria,Senior,Full-time,Remote,S,50000.0
Data Engineering,United States,Senior,Full-time,In-person,M,161800.0
Data Engineering,United States,Senior,Full-time,In-person,M,121400.0
Data Science and Research,United States,Senior,Full-time,In-person,M,285000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,193900.0
Leadership and Management,United States,Senior,Full-time,In-person,M,240000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,196000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,214000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,170000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,155000.0
Data Analysis,United States,Senior,Full-time,In-person,M,98000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,199000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,260000.0
Data Science and Research,United Kingdom,Mid-level,Full-time,Hybrid,S,108217.98
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,110736.0
Data Engineering,United Kingdom,Mid-level,Full-time,In-person,M,86128.0
Data Engineering,United States,Executive,Full-time,In-person,M,145000.0
Leadership and Management,United Kingdom,Senior,Full-time,In-person,M,289800.0
Leadership and Management,United Kingdom,Senior,Full-time,In-person,M,214000.0
Data Analysis,United States,Senior,Full-time,In-person,M,87500.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,165000.0
Data Science and Research,Canada,Senior,Full-time,Remote,M,280830.0
Data Science and Research,Canada,Senior,Full-time,Remote,M,173175.0
BI and Visualization,United Kingdom,Mid-level,Full-time,In-person,M,92280.0
BI and Visualization,United Kingdom,Mid-level,Full-time,In-person,M,49216.0
Machine Learning and AI,Spain,Senior,Full-time,Remote,M,75038.0
Machine Learning and AI,Spain,Senior,Full-time,Remote,M,64781.0
Machine Learning and AI,Italy,Senior,Full-time,Remote,M,71475.0
Machine Learning and AI,Italy,Senior,Full-time,Remote,M,61541.0
Leadership and Management,United States,Senior,Full-time,Remote,M,231250.0
Leadership and Management,United States,Senior,Full-time,Remote,M,138750.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,155000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,242000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,195000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,155000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,125000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,160000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,140000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,183924.0
Data Science and Research,United States,Senior,Full-time,In-person,M,125760.0
Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,M,430640.0
Data Science and Research,Spain,Senior,Full-time,Remote,L,86374.0
Machine Learning and AI,United States,Mid-level,Contract,Remote,S,30000.0
Machine Learning and AI,United States,Mid-level,Contract,Remote,S,25500.0
Data Science and Research,Canada,Senior,Full-time,Remote,M,175000.0
Data Science and Research,Canada,Senior,Full-time,Remote,M,120000.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,219000.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,141000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,L,213660.0
Data Science and Research,United States,Entry-level,Full-time,In-person,L,130760.0
Data Science and Research,Germany,Senior,Full-time,In-person,M,275000.0
Data Science and Research,Germany,Senior,Full-time,In-person,M,174000.0
Leadership and Management,United Kingdom,Senior,Full-time,Remote,M,143200.0
Data Architecture and Modeling,Canada,Senior,Full-time,In-person,M,90000.0
Data Architecture and Modeling,Canada,Senior,Full-time,In-person,M,72000.0
Data Engineering,United States,Senior,Full-time,In-person,M,253200.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,342810.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,184590.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,105380.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,64500.0
Data Analysis,Nigeria,Entry-level,Full-time,Remote,L,30000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,L,204620.0
Data Science and Research,United States,Entry-level,Full-time,In-person,L,110680.0
Data Engineering,United States,Senior,Full-time,In-person,M,270703.0
Data Engineering,United States,Senior,Full-time,In-person,M,221484.0
Data Science and Research,United States,Senior,Full-time,Remote,M,212750.0
Data Science and Research,United States,Senior,Full-time,Remote,M,218500.0
Data Science and Research,United States,Senior,Full-time,Remote,M,199098.0
Data Engineering,United States,Senior,Full-time,Remote,M,203300.0
Data Engineering,United States,Senior,Full-time,Remote,M,123600.0
Data Engineering,United States,Senior,Full-time,Remote,M,231500.0
Data Engineering,United States,Senior,Full-time,Remote,M,166000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,172500.0
Data Science and Research,United States,Senior,Full-time,Remote,M,110500.0
Data Engineering,United States,Senior,Full-time,In-person,M,238000.0
Data Engineering,United States,Senior,Full-time,In-person,M,176000.0
Data Engineering,United States,Senior,Full-time,Remote,M,237000.0
Data Engineering,United States,Senior,Full-time,Remote,M,201450.0
Data Engineering,United States,Senior,Full-time,Remote,M,193500.0
Data Engineering,United States,Senior,Full-time,Remote,M,139000.0
Machine Learning and AI,Portugal,Senior,Full-time,Remote,M,150000.0
Machine Learning and AI,India,Mid-level,Full-time,Remote,S,70179.0
Machine Learning and AI,Netherlands,Mid-level,Full-time,Remote,L,97171.0
BI and Visualization,United States,Senior,Full-time,In-person,M,185900.0
BI and Visualization,United States,Senior,Full-time,In-person,M,129300.0
Machine Learning and AI,United States,Entry-level,Full-time,In-person,M,163196.0
Machine Learning and AI,United States,Entry-level,Full-time,In-person,M,145885.0
Data Analysis,United States,Senior,Full-time,In-person,L,202800.0
Data Analysis,United States,Senior,Full-time,In-person,L,104300.0
Data Engineering,United States,Senior,Full-time,In-person,M,179170.0
Data Engineering,United States,Senior,Full-time,In-person,M,94300.0
Leadership and Management,United States,Senior,Full-time,In-person,M,152500.0
Leadership and Management,United States,Senior,Full-time,In-person,M,116450.0
Data Engineering,United States,Senior,Full-time,In-person,M,133800.0
Data Science and Research,United States,Entry-level,Full-time,Hybrid,L,220000.0
Machine Learning and AI,Switzerland,Entry-level,Full-time,Remote,S,58232.08
Leadership and Management,United States,Senior,Full-time,In-person,M,214000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,283200.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,188800.0
Data Engineering,United States,Senior,Full-time,Remote,M,161800.0
Data Engineering,United States,Senior,Full-time,Remote,M,141600.0
Machine Learning and AI,United States,Senior,Full-time,In-person,L,342300.0
Machine Learning and AI,United States,Senior,Full-time,In-person,L,176100.0
Data Engineering,United States,Entry-level,Full-time,In-person,M,85000.0
Data Engineering,United States,Entry-level,Full-time,In-person,M,65000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,138784.0
Data Science and Research,United States,Senior,Full-time,Remote,M,83270.0
Data Analysis,United States,Entry-level,Full-time,In-person,M,70000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,318300.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,212200.0
Leadership and Management,United States,Senior,Full-time,In-person,M,230000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,143200.0
Data Analysis,United States,Mid-level,Full-time,Hybrid,L,105000.0
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,46755.0
Data Analysis,United Kingdom,Mid-level,Full-time,In-person,M,43064.0
Data Analysis,United States,Senior,Full-time,In-person,M,168400.0
Data Analysis,United States,Senior,Full-time,In-person,M,105200.0
Data Analysis,Central African Republic,Senior,Full-time,Remote,M,55368.0
Data Analysis,Central African Republic,Senior,Full-time,Remote,M,43064.0
Data Engineering,United States,Senior,Full-time,Remote,M,220000.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,67672.0
Data Analysis,Nigeria,Executive,Full-time,In-person,M,16390.905
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,86128.0
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,58444.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,85000.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,75000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,250000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,186000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,230000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,200000.0
Data Engineering,France,Senior,Full-time,Hybrid,S,53984.0
Data Engineering,United States,Executive,Full-time,In-person,M,205000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,180000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,215000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,170000.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,224000.0
Data Science and Research,Canada,Senior,Full-time,In-person,M,176000.0
Data Science and Research,Australia,Senior,Full-time,Remote,M,67635.0
Machine Learning and AI,Finland,Mid-level,Full-time,In-person,M,74883.0
Data Quality and Operations,United States,Senior,Full-time,In-person,M,100000.0
Data Quality and Operations,United States,Senior,Full-time,In-person,M,80000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,162500.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,200000.0
Data Engineering,United States,Executive,Full-time,In-person,M,115000.0
Data Science and Research,United States,Senior,Full-time,In-person,L,239000.0
Data Science and Research,United States,Senior,Full-time,In-person,L,122900.0
Data Science and Research,United States,Senior,Full-time,In-person,M,237000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,191765.0
Data Science and Research,United States,Senior,Full-time,In-person,M,134236.0
Leadership and Management,United States,Senior,Full-time,Remote,M,190000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,112000.0
Data Science and Research,Spain,Senior,Full-time,Remote,L,90903.68
Data Analysis,United States,Senior,Full-time,In-person,M,105500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,293000.0
Data Analysis,United States,Senior,Full-time,In-person,M,148500.0
Leadership and Management,United States,Senior,Full-time,Remote,M,152900.0
